Foot MoveType type enum move-type
-5 23 -5 24 2 add
-5 23 -4 8 26 add
-5 23 -4 18 9 add
-5 23 -4 22 3 add
-5 23 -3 8 28 add
-5 23 -3 9 26 add
-5 23 -3 18 10 add
-5 23 -3 19 8 add
-5 23 -6 13 16 add
-5 23 -13 25 12 add
-5 23 -14 26 15 add
-5 25 -6 25 1 add
-5 25 -6 24 2 add
-5 25 -6 26 2 add
-5 25 -5 8 26 add
-5 25 -5 9 25 add
-5 25 -5 10 24 add
-5 25 -5 17 11 add
-5 25 -5 18 10 add
-5 25 -5 22 6 add
-5 25 -5 23 3 add
-5 25 -5 25 0 add
-5 25 -5 26 1 add
-5 25 -4 9 26 add
-5 25 -4 10 25 add
-5 25 -4 17 12 add
-5 25 -4 23 4 add
-5 25 -4 24 2 add
-5 25 -4 25 1 add
-5 25 -4 26 2 add
-5 25 -3 10 26 add
-5 25 -3 17 13 add
-5 25 -3 23 5 add
-5 25 -3 24 3 add
-5 25 -3 25 2 add
-5 25 -11 10 21 add
-5 25 -11 25 8 add
-5 25 -10 10 20 add
-5 25 -10 13 17 add
-5 25 -10 25 7 add
-5 25 -9 13 16 add
-5 25 -9 25 6 add
-5 25 -8 13 16 add
-5 25 -8 25 3 add
-5 25 -7 12 19 add
-5 25 -7 13 17 add
-5 25 -7 14 15 add
-5 25 -7 15 14 add
-5 25 -7 16 12 add
-5 25 -7 17 11 add
-5 25 -7 18 10 add
-5 25 -7 19 9 add
-5 25 -7 20 8 add
-5 25 -7 21 7 add
-5 25 -7 22 6 add
-5 25 -7 23 4 add
-5 25 -7 24 3 add
-5 25 -7 25 2 add
-5 25 -7 26 3 add
-5 25 -6 12 20 add
-5 25 -6 16 11 add
-5 25 -6 21 6 add
-5 25 -5 12 21 add
-5 25 -5 16 12 add
-5 25 -5 21 5 add
-5 25 -4 12 22 add
-5 25 -4 16 13 add
-5 25 -4 21 6 add
-5 25 -3 12 23 add
-5 25 -3 16 14 add
-5 25 -3 21 7 add
-5 25 -12 20 14 add
-5 25 -12 24 9 add
-5 25 -12 25 10 add
-5 25 -12 26 9 add
-5 25 -11 18 14 add
-5 25 -11 19 14 add
-5 25 -11 20 12 add
-5 25 -11 21 11 add
-5 25 -11 22 10 add
-5 25 -11 23 9 add
-5 25 -10 19 12 add
-5 25 -7 8 24 add
-5 25 -7 9 23 add
-5 25 -7 10 22 add
-5 25 -7 11 21 add
-5 25 -6 11 22 add
-5 25 -5 11 23 add
-5 25 -5 19 10 add
-5 25 -4 11 24 add
-5 25 -4 19 12 add
-5 25 -4 20 8 add
-5 25 -3 11 25 add
-5 25 -13 20 16 add
-5 25 -13 21 18 add
-5 25 -13 24 11 add
-5 25 -13 26 11 add
-5 25 -12 21 13 add
-5 25 -12 22 12 add
-5 25 -12 23 11 add
-5 25 -11 17 15 add
-5 25 -10 16 15 add
-5 25 -8 14 15 add
-5 25 -6 14 17 add
-5 25 -6 15 13 add
-5 25 -6 23 4 add
-5 25 -5 14 19 add
-5 25 -5 15 14 add
-5 25 -5 20 7 add
-5 25 -5 24 2 add
-5 25 -4 8 28 add
-5 25 -4 18 12 add
-5 25 -4 22 6 add
-5 25 -3 8 30 add
-5 25 -3 9 28 add
-5 25 -3 18 13 add
-5 25 -3 19 11 add
-5 25 -6 13 18 add
-5 25 -13 25 11 add
-5 25 -14 26 12 add
-5 26 -6 25 2 add
-5 26 -3 26 2 add
-5 26 -8 26 3 add
-5 26 -6 8 26 add
-5 26 -6 9 25 add
-5 26 -6 10 24 add
-5 26 -6 17 14 add
-5 26 -6 18 13 add
-5 26 -6 19 12 add
-5 26 -6 20 11 add
-5 26 -6 22 9 add
-5 26 -6 24 3 add
-5 26 -6 26 1 add
-5 26 -5 8 27 add
-5 26 -5 9 26 add
-5 26 -5 10 25 add
-5 26 -5 17 12 add
-5 26 -5 18 11 add
-5 26 -5 22 7 add
-5 26 -5 23 4 add
-5 26 -5 25 1 add
-5 26 -5 26 0 add
-5 26 -4 9 27 add
-5 26 -4 10 26 add
-5 26 -4 17 13 add
-5 26 -4 23 5 add
-5 26 -4 24 3 add
-5 26 -4 25 2 add
-5 26 -4 26 1 add
-5 26 -3 10 27 add
-5 26 -3 17 14 add
-5 26 -3 23 6 add
-5 26 -3 24 4 add
-5 26 -3 25 3 add
-5 26 -11 10 22 add
-5 26 -11 25 7 add
-5 26 -10 10 21 add
-5 26 -10 13 18 add
-5 26 -10 25 6 add
-5 26 -9 13 17 add
-5 26 -9 25 5 add
-5 26 -8 13 17 add
-5 26 -8 25 4 add
-5 26 -7 12 20 add
-5 26 -7 13 18 add
-5 26 -7 14 16 add
-5 26 -7 15 15 add
-5 26 -7 16 13 add
-5 26 -7 17 12 add
-5 26 -7 18 11 add
-5 26 -7 19 10 add
-5 26 -7 20 9 add
-5 26 -7 21 8 add
-5 26 -7 22 7 add
-5 26 -7 23 5 add
-5 26 -7 24 4 add
-5 26 -7 25 3 add
-5 26 -7 26 2 add
-5 26 -6 12 21 add
-5 26 -6 16 12 add
-5 26 -6 21 7 add
-5 26 -5 12 22 add
-5 26 -5 16 13 add
-5 26 -5 21 6 add
-5 26 -4 12 23 add
-5 26 -4 16 14 add
-5 26 -4 21 7 add
-5 26 -3 12 24 add
-5 26 -3 16 15 add
-5 26 -3 21 8 add
-5 26 -12 20 15 add
-5 26 -12 24 10 add
-5 26 -12 25 9 add
-5 26 -12 26 8 add
-5 26 -11 18 15 add
-5 26 -11 19 15 add
-5 26 -11 20 13 add
-5 26 -11 21 12 add
-5 26 -11 22 11 add
-5 26 -11 23 10 add
-5 26 -10 19 13 add
-5 26 -7 8 25 add
-5 26 -7 9 24 add
-5 26 -7 10 23 add
-5 26 -7 11 22 add
-5 26 -6 11 23 add
-5 26 -5 11 24 add
-5 26 -5 19 11 add
-5 26 -4 11 25 add
-5 26 -4 19 13 add
-5 26 -4 20 9 add
-5 26 -3 11 26 add
-5 26 -13 20 17 add
-5 26 -13 21 19 add
-5 26 -13 24 12 add
-5 26 -13 26 10 add
-5 26 -12 21 14 add
-5 26 -12 22 13 add
-5 26 -12 23 12 add
-5 26 -11 17 16 add
-5 26 -10 16 16 add
-5 26 -8 14 16 add
-5 26 -6 14 18 add
-5 26 -6 15 14 add
-5 26 -6 23 5 add
-5 26 -5 14 20 add
-5 26 -5 15 15 add
-5 26 -5 20 8 add
-5 26 -5 24 3 add
-5 26 -4 8 29 add
-5 26 -4 18 13 add
-5 26 -4 22 7 add
-5 26 -3 8 31 add
-5 26 -3 9 29 add
-5 26 -3 18 14 add
-5 26 -3 19 12 add
-5 26 -6 13 19 add
-5 26 -13 25 10 add
-5 26 -14 26 11 add
-4 9 -8 8 6 add
-4 9 -8 9 5 add
-4 9 -8 10 6 add
-4 9 -8 11 7 add
-4 9 -8 12 8 add
-4 9 -8 15 13 add
-4 9 -8 16 14 add
-4 9 -8 17 15 add
-4 9 -8 18 16 add
-4 9 -8 19 17 add
-4 9 -8 20 18 add
-4 9 -8 21 19 add
-4 9 -8 22 20 add
-4 9 -8 23 21 add
-4 9 -8 24 22 add
-4 9 -8 26 24 add
-4 9 -6 8 3 add
-4 9 -6 9 2 add
-4 9 -6 10 3 add
-4 9 -6 17 17 add
-4 9 -6 18 18 add
-4 9 -6 19 19 add
-4 9 -6 20 20 add
-4 9 -6 22 22 add
-4 9 -6 24 24 add
-4 9 -6 26 26 add
-4 9 -5 8 2 add
-4 9 -5 9 1 add
-4 9 -5 10 2 add
-4 9 -5 17 18 add
-4 9 -5 18 19 add
-4 9 -5 22 23 add
-4 9 -5 23 24 add
-4 9 -5 25 26 add
-4 9 -5 26 27 add
-4 9 -4 9 0 add
-4 9 -4 10 1 add
-4 9 -4 17 19 add
-4 9 -4 23 25 add
-4 9 -4 24 26 add
-4 9 -4 25 27 add
-4 9 -4 26 28 add
-4 9 -3 10 2 add
-4 9 -3 17 20 add
-4 9 -3 23 26 add
-4 9 -3 24 27 add
-4 9 -3 25 28 add
-4 9 -11 10 9 add
-4 9 -11 25 24 add
-4 9 -10 10 8 add
-4 9 -10 13 11 add
-4 9 -10 25 23 add
-4 9 -9 13 10 add
-4 9 -9 25 22 add
-4 9 -8 13 9 add
-4 9 -8 25 23 add
-4 9 -7 12 9 add
-4 9 -7 13 10 add
-4 9 -7 14 11 add
-4 9 -7 15 12 add
-4 9 -7 16 13 add
-4 9 -7 17 14 add
-4 9 -7 18 15 add
-4 9 -7 19 16 add
-4 9 -7 20 17 add
-4 9 -7 21 18 add
-4 9 -7 22 19 add
-4 9 -7 23 20 add
-4 9 -7 24 21 add
-4 9 -7 25 22 add
-4 9 -7 26 23 add
-4 9 -6 12 6 add
-4 9 -6 16 14 add
-4 9 -6 21 19 add
-4 9 -5 12 5 add
-4 9 -5 16 15 add
-4 9 -5 21 20 add
-4 9 -4 12 6 add
-4 9 -4 16 16 add
-4 9 -4 21 21 add
-4 9 -3 12 7 add
-4 9 -3 16 17 add
-4 9 -3 21 22 add
-4 9 -12 20 22 add
-4 9 -12 24 25 add
-4 9 -12 25 26 add
-4 9 -12 26 27 add
-4 9 -11 18 18 add
-4 9 -11 19 20 add
-4 9 -11 20 20 add
-4 9 -11 21 21 add
-4 9 -11 22 22 add
-4 9 -11 23 23 add
-4 9 -10 19 18 add
-4 9 -7 8 5 add
-4 9 -7 9 4 add
-4 9 -7 10 5 add
-4 9 -7 11 7 add
-4 9 -6 11 5 add
-4 9 -5 11 4 add
-4 9 -5 19 21 add
-4 9 -4 11 3 add
-4 9 -4 19 23 add
-4 9 -4 20 23 add
-4 9 -3 11 4 add
-4 9 -13 20 24 add
-4 9 -13 21 26 add
-4 9 -13 24 27 add
-4 9 -13 26 29 add
-4 9 -12 21 23 add
-4 9 -12 22 24 add
-4 9 -12 23 25 add
-4 9 -11 17 17 add
-4 9 -10 16 15 add
-4 9 -8 14 11 add
-4 9 -6 14 13 add
-4 9 -6 15 14 add
-4 9 -6 23 22 add
-4 9 -5 14 15 add
-4 9 -5 15 16 add
-4 9 -5 20 22 add
-4 9 -5 24 26 add
-4 9 -4 8 2 add
-4 9 -4 18 21 add
-4 9 -4 22 23 add
-4 9 -3 8 4 add
-4 9 -3 9 2 add
-4 9 -3 18 22 add
-4 9 -3 19 24 add
-4 9 -6 13 7 add
-4 9 -13 25 27 add
-4 9 -14 26 30 add
-4 10 -8 8 7 add
-4 10 -8 9 6 add
-4 10 -8 10 5 add
-4 10 -8 11 6 add
-4 10 -8 12 7 add
-4 10 -8 15 12 add
-4 10 -8 16 13 add
-4 10 -8 17 14 add
-4 10 -8 18 15 add
-4 10 -8 19 16 add
-4 10 -8 20 17 add
-4 10 -8 21 18 add
-4 10 -8 22 19 add
-4 10 -8 23 20 add
-4 10 -8 24 21 add
-4 10 -8 26 23 add
-4 10 -6 8 4 add
-4 10 -6 9 3 add
-4 10 -6 10 2 add
-4 10 -6 17 16 add
-4 10 -6 18 17 add
-4 10 -6 19 18 add
-4 10 -6 20 19 add
-4 10 -6 22 21 add
-4 10 -6 24 23 add
-4 10 -6 26 25 add
-4 10 -5 8 3 add
-4 10 -5 9 2 add
-4 10 -5 10 1 add
-4 10 -5 17 17 add
-4 10 -5 18 18 add
-4 10 -5 22 22 add
-4 10 -5 23 23 add
-4 10 -5 25 25 add
-4 10 -5 26 26 add
-4 10 -4 9 1 add
-4 10 -4 10 0 add
-4 10 -4 17 18 add
-4 10 -4 23 24 add
-4 10 -4 24 25 add
-4 10 -4 25 26 add
-4 10 -4 26 27 add
-4 10 -3 10 1 add
-4 10 -3 17 19 add
-4 10 -3 23 25 add
-4 10 -3 24 26 add
-4 10 -3 25 27 add
-4 10 -11 10 8 add
-4 10 -11 25 23 add
-4 10 -10 10 7 add
-4 10 -10 13 10 add
-4 10 -10 25 22 add
-4 10 -9 13 9 add
-4 10 -9 25 21 add
-4 10 -8 13 8 add
-4 10 -8 25 22 add
-4 10 -7 12 8 add
-4 10 -7 13 9 add
-4 10 -7 14 10 add
-4 10 -7 15 11 add
-4 10 -7 16 12 add
-4 10 -7 17 13 add
-4 10 -7 18 14 add
-4 10 -7 19 15 add
-4 10 -7 20 16 add
-4 10 -7 21 17 add
-4 10 -7 22 18 add
-4 10 -7 23 19 add
-4 10 -7 24 20 add
-4 10 -7 25 21 add
-4 10 -7 26 22 add
-4 10 -6 12 5 add
-4 10 -6 16 13 add
-4 10 -6 21 18 add
-4 10 -5 12 4 add
-4 10 -5 16 14 add
-4 10 -5 21 19 add
-4 10 -4 12 3 add
-4 10 -4 16 15 add
-4 10 -4 21 20 add
-4 10 -3 12 4 add
-4 10 -3 16 16 add
-4 10 -3 21 21 add
-4 10 -12 20 21 add
-4 10 -12 24 24 add
-4 10 -12 25 25 add
-4 10 -12 26 26 add
-4 10 -11 18 17 add
-4 10 -11 19 19 add
-4 10 -11 20 19 add
-4 10 -11 21 20 add
-4 10 -11 22 21 add
-4 10 -11 23 22 add
-4 10 -10 19 17 add
-4 10 -7 8 6 add
-4 10 -7 9 5 add
-4 10 -7 10 4 add
-4 10 -7 11 6 add
-4 10 -6 11 4 add
-4 10 -5 11 3 add
-4 10 -5 19 20 add
-4 10 -4 11 2 add
-4 10 -4 19 22 add
-4 10 -4 20 22 add
-4 10 -3 11 3 add
-4 10 -13 20 23 add
-4 10 -13 21 25 add
-4 10 -13 24 26 add
-4 10 -13 26 28 add
-4 10 -12 21 22 add
-4 10 -12 22 23 add
-4 10 -12 23 24 add
-4 10 -11 17 16 add
-4 10 -10 16 14 add
-4 10 -8 14 10 add
-4 10 -6 14 12 add
-4 10 -6 15 13 add
-4 10 -6 23 21 add
-4 10 -5 14 14 add
-4 10 -5 15 15 add
-4 10 -5 20 21 add
-4 10 -5 24 25 add
-4 10 -4 8 3 add
-4 10 -4 18 20 add
-4 10 -4 22 22 add
-4 10 -3 8 5 add
-4 10 -3 9 3 add
-4 10 -3 18 21 add
-4 10 -3 19 23 add
-4 10 -6 13 6 add
-4 10 -13 25 26 add
-4 10 -14 26 29 add
-4 13 -5 13 1 add
-4 13 -4 13 0 add
-4 13 -4 14 1 add
-4 13 -4 15 2 add
-4 13 -3 13 1 add
-4 13 -3 14 2 add
-4 13 -3 15 3 add
-4 13 -7 13 3 add
-4 13 -7 14 4 add
-4 13 -7 15 5 add
-4 13 -7 16 6 add
-4 13 -7 17 7 add
-4 13 -7 18 8 add
-4 13 -7 19 9 add
-4 13 -7 20 10 add
-4 13 -7 21 11 add
-4 13 -7 22 12 add
-4 13 -7 23 13 add
-4 13 -7 24 14 add
-4 13 -7 25 15 add
-4 13 -7 26 16 add
-4 13 -6 12 3 add
-4 13 -6 16 7 add
-4 13 -6 21 12 add
-4 13 -5 12 2 add
-4 13 -5 16 8 add
-4 13 -5 21 13 add
-4 13 -4 12 1 add
-4 13 -4 16 3 add
-4 13 -4 21 14 add
-4 13 -3 12 2 add
-4 13 -3 16 4 add
-4 13 -3 21 15 add
-4 13 -6 11 5 add
-4 13 -5 11 4 add
-4 13 -4 11 3 add
-4 13 -4 20 16 add
-4 13 -3 11 4 add
-4 13 -8 14 6 add
-4 13 -6 14 4 add
-4 13 -6 15 6 add
-4 13 -6 23 15 add
-4 13 -5 14 3 add
-4 13 -5 15 4 add
-4 13 -5 20 15 add
-4 13 -4 22 16 add
-4 13 -6 13 2 add
-4 14 -5 13 2 add
-4 14 -4 13 1 add
-4 14 -4 14 0 add
-4 14 -4 15 1 add
-4 14 -3 13 2 add
-4 14 -3 14 1 add
-4 14 -3 15 2 add
-4 14 -7 13 4 add
-4 14 -7 14 5 add
-4 14 -7 15 6 add
-4 14 -7 16 7 add
-4 14 -7 17 8 add
-4 14 -7 18 9 add
-4 14 -7 19 10 add
-4 14 -7 20 11 add
-4 14 -7 21 12 add
-4 14 -7 22 13 add
-4 14 -7 23 14 add
-4 14 -7 24 15 add
-4 14 -7 25 16 add
-4 14 -7 26 17 add
-4 14 -6 12 4 add
-4 14 -6 16 8 add
-4 14 -6 21 13 add
-4 14 -5 12 3 add
-4 14 -5 16 9 add
-4 14 -5 21 14 add
-4 14 -4 12 2 add
-4 14 -4 16 2 add
-4 14 -4 21 15 add
-4 14 -3 12 3 add
-4 14 -3 16 3 add
-4 14 -3 21 16 add
-4 14 -6 11 6 add
-4 14 -5 11 5 add
-4 14 -4 11 4 add
-4 14 -4 20 17 add
-4 14 -3 11 5 add
-4 14 -8 14 7 add
-4 14 -6 14 4 add
-4 14 -6 15 6 add
-4 14 -6 23 16 add
-4 14 -5 14 2 add
-4 14 -5 15 3 add
-4 14 -5 20 16 add
-4 14 -4 22 17 add
-4 14 -6 13 3 add
-4 15 -5 13 3 add
-4 15 -4 13 2 add
-4 15 -4 14 1 add
-4 15 -4 15 0 add
-4 15 -4 17 2 add
-4 15 -3 13 3 add
-4 15 -3 14 2 add
-4 15 -3 15 1 add
-4 15 -3 17 3 add
-4 15 -7 13 5 add
-4 15 -7 14 6 add
-4 15 -7 15 7 add
-4 15 -7 16 8 add
-4 15 -7 17 9 add
-4 15 -7 18 10 add
-4 15 -7 19 11 add
-4 15 -7 20 12 add
-4 15 -7 21 13 add
-4 15 -7 22 14 add
-4 15 -7 23 15 add
-4 15 -7 24 16 add
-4 15 -7 25 17 add
-4 15 -7 26 18 add
-4 15 -6 12 5 add
-4 15 -6 16 9 add
-4 15 -6 21 14 add
-4 15 -5 12 4 add
-4 15 -5 16 2 add
-4 15 -5 21 15 add
-4 15 -4 12 3 add
-4 15 -4 16 1 add
-4 15 -4 21 16 add
-4 15 -3 12 4 add
-4 15 -3 16 2 add
-4 15 -3 21 17 add
-4 15 -6 11 7 add
-4 15 -5 11 6 add
-4 15 -4 11 5 add
-4 15 -4 20 18 add
-4 15 -3 11 6 add
-4 15 -8 14 8 add
-4 15 -6 14 5 add
-4 15 -6 15 4 add
-4 15 -6 23 17 add
-4 15 -5 14 3 add
-4 15 -5 15 2 add
-4 15 -5 20 17 add
-4 15 -4 18 4 add
-4 15 -4 22 18 add
-4 15 -3 18 5 add
-4 15 -3 19 7 add
-4 15 -6 13 4 add
-4 17 -8 17 4 add
-4 17 -8 18 5 add
-4 17 -8 19 6 add
-4 17 -8 20 7 add
-4 17 -8 21 8 add
-4 17 -8 22 9 add
-4 17 -8 23 10 add
-4 17 -8 24 11 add
-4 17 -8 26 13 add
-4 17 -6 8 18 add
-4 17 -6 9 17 add
-4 17 -6 10 16 add
-4 17 -6 17 2 add
-4 17 -6 18 3 add
-4 17 -6 19 4 add
-4 17 -6 20 5 add
-4 17 -6 22 7 add
-4 17 -6 24 10 add
-4 17 -6 26 12 add
-4 17 -5 8 19 add
-4 17 -5 9 18 add
-4 17 -5 10 17 add
-4 17 -5 17 1 add
-4 17 -5 18 2 add
-4 17 -5 22 8 add
-4 17 -5 23 9 add
-4 17 -5 25 12 add
-4 17 -5 26 13 add
-4 17 -4 9 19 add
-4 17 -4 10 18 add
-4 17 -4 15 2 add
-4 17 -4 17 0 add
-4 17 -4 23 10 add
-4 17 -4 24 11 add
-4 17 -4 25 12 add
-4 17 -4 26 13 add
-4 17 -3 10 19 add
-4 17 -3 13 5 add
-4 17 -3 14 4 add
-4 17 -3 15 3 add
-4 17 -3 17 1 add
-4 17 -3 23 11 add
-4 17 -3 24 12 add
-4 17 -3 25 13 add
-4 17 -11 10 14 add
-4 17 -11 25 15 add
-4 17 -10 10 13 add
-4 17 -10 13 10 add
-4 17 -10 25 14 add
-4 17 -9 13 9 add
-4 17 -9 25 13 add
-4 17 -8 13 9 add
-4 17 -8 25 12 add
-4 17 -7 12 12 add
-4 17 -7 13 7 add
-4 17 -7 14 8 add
-4 17 -7 15 7 add
-4 17 -7 16 4 add
-4 17 -7 17 3 add
-4 17 -7 18 4 add
-4 17 -7 19 5 add
-4 17 -7 20 6 add
-4 17 -7 21 7 add
-4 17 -7 22 8 add
-4 17 -7 23 9 add
-4 17 -7 24 10 add
-4 17 -7 25 11 add
-4 17 -7 26 12 add
-4 17 -6 12 7 add
-4 17 -6 16 3 add
-4 17 -6 21 6 add
-4 17 -5 12 6 add
-4 17 -5 16 2 add
-4 17 -5 21 7 add
-4 17 -4 12 5 add
-4 17 -4 16 1 add
-4 17 -4 21 8 add
-4 17 -3 12 6 add
-4 17 -3 16 2 add
-4 17 -3 21 9 add
-4 17 -12 20 13 add
-4 17 -12 24 16 add
-4 17 -12 25 17 add
-4 17 -12 26 18 add
-4 17 -11 18 9 add
-4 17 -11 19 11 add
-4 17 -11 20 11 add
-4 17 -11 21 12 add
-4 17 -11 22 13 add
-4 17 -11 23 14 add
-4 17 -10 19 9 add
-4 17 -7 8 17 add
-4 17 -7 9 16 add
-4 17 -7 10 15 add
-4 17 -7 11 14 add
-4 17 -6 11 9 add
-4 17 -5 11 8 add
-4 17 -5 19 4 add
-4 17 -4 11 7 add
-4 17 -4 19 4 add
-4 17 -4 20 6 add
-4 17 -3 11 8 add
-4 17 -13 20 15 add
-4 17 -13 21 17 add
-4 17 -13 24 18 add
-4 17 -13 26 20 add
-4 17 -12 21 14 add
-4 17 -12 22 15 add
-4 17 -12 23 16 add
-4 17 -11 17 8 add
-4 17 -10 16 8 add
-4 17 -8 14 8 add
-4 17 -6 14 7 add
-4 17 -6 15 5 add
-4 17 -6 23 9 add
-4 17 -5 14 5 add
-4 17 -5 15 4 add
-4 17 -5 20 6 add
-4 17 -5 24 11 add
-4 17 -4 8 21 add
-4 17 -4 18 2 add
-4 17 -4 22 10 add
-4 17 -3 8 23 add
-4 17 -3 9 21 add
-4 17 -3 18 3 add
-4 17 -3 19 5 add
-4 17 -6 13 6 add
-4 17 -13 25 18 add
-4 17 -14 26 21 add
-4 23 -3 22 2 add
-4 23 -8 22 5 add
-4 23 -8 23 6 add
-4 23 -8 24 7 add
-4 23 -8 26 9 add
-4 23 -6 8 24 add
-4 23 -6 9 23 add
-4 23 -6 10 22 add
-4 23 -6 17 12 add
-4 23 -6 18 11 add
-4 23 -6 19 10 add
-4 23 -6 20 5 add
-4 23 -6 22 3 add
-4 23 -6 24 4 add
-4 23 -6 26 6 add
-4 23 -5 8 25 add
-4 23 -5 9 24 add
-4 23 -5 10 23 add
-4 23 -5 17 9 add
-4 23 -5 18 8 add
-4 23 -5 22 2 add
-4 23 -5 23 1 add
-4 23 -5 25 4 add
-4 23 -5 26 5 add
-4 23 -4 9 25 add
-4 23 -4 10 24 add
-4 23 -4 17 10 add
-4 23 -4 23 0 add
-4 23 -4 24 1 add
-4 23 -4 25 2 add
-4 23 -4 26 3 add
-4 23 -3 10 25 add
-4 23 -3 13 15 add
-4 23 -3 14 14 add
-4 23 -3 15 13 add
-4 23 -3 17 11 add
-4 23 -3 23 1 add
-4 23 -3 24 2 add
-4 23 -3 25 3 add
-4 23 -11 10 20 add
-4 23 -11 25 10 add
-4 23 -10 10 19 add
-4 23 -10 13 16 add
-4 23 -10 25 9 add
-4 23 -9 13 15 add
-4 23 -9 25 8 add
-4 23 -8 13 15 add
-4 23 -8 25 7 add
-4 23 -7 12 18 add
-4 23 -7 13 16 add
-4 23 -7 14 14 add
-4 23 -7 15 13 add
-4 23 -7 16 10 add
-4 23 -7 17 9 add
-4 23 -7 18 8 add
-4 23 -7 19 7 add
-4 23 -7 20 6 add
-4 23 -7 21 5 add
-4 23 -7 22 4 add
-4 23 -7 23 4 add
-4 23 -7 24 5 add
-4 23 -7 25 6 add
-4 23 -7 26 7 add
-4 23 -6 12 17 add
-4 23 -6 16 9 add
-4 23 -6 21 4 add
-4 23 -5 12 16 add
-4 23 -5 16 10 add
-4 23 -5 21 3 add
-4 23 -4 12 15 add
-4 23 -4 16 11 add
-4 23 -4 21 3 add
-4 23 -3 12 16 add
-4 23 -3 16 12 add
-4 23 -3 21 3 add
-4 23 -12 20 13 add
-4 23 -12 24 11 add
-4 23 -12 25 12 add
-4 23 -12 26 13 add
-4 23 -11 18 13 add
-4 23 -11 19 13 add
-4 23 -11 20 11 add
-4 23 -11 21 10 add
-4 23 -11 22 9 add
-4 23 -11 23 10 add
-4 23 -10 19 11 add
-4 23 -7 8 23 add
-4 23 -7 9 22 add
-4 23 -7 10 21 add
-4 23 -7 11 20 add
-4 23 -6 11 19 add
-4 23 -5 11 18 add
-4 23 -5 19 8 add
-4 23 -4 11 17 add
-4 23 -4 19 8 add
-4 23 -4 20 5 add
-4 23 -3 11 18 add
-4 23 -13 20 15 add
-4 23 -13 21 17 add
-4 23 -13 24 13 add
-4 23 -13 26 15 add
-4 23 -12 21 12 add
-4 23 -12 22 11 add
-4 23 -12 23 12 add
-4 23 -11 17 14 add
-4 23 -10 16 14 add
-4 23 -8 14 14 add
-4 23 -6 14 16 add
-4 23 -6 15 11 add
-4 23 -6 23 3 add
-4 23 -5 14 15 add
-4 23 -5 15 12 add
-4 23 -5 20 5 add
-4 23 -5 24 3 add
-4 23 -4 8 27 add
-4 23 -4 18 10 add
-4 23 -4 22 2 add
-4 23 -3 8 29 add
-4 23 -3 9 27 add
-4 23 -3 18 8 add
-4 23 -3 19 6 add
-4 23 -6 13 16 add
-4 23 -13 25 13 add
-4 23 -14 26 16 add
-4 24 -3 22 3 add
-4 24 -8 22 6 add
-4 24 -8 23 7 add
-4 24 -8 24 8 add
-4 24 -8 26 10 add
-4 24 -6 8 25 add
-4 24 -6 9 24 add
-4 24 -6 10 23 add
-4 24 -6 17 13 add
-4 24 -6 18 12 add
-4 24 -6 19 11 add
-4 24 -6 20 6 add
-4 24 -6 22 4 add
-4 24 -6 24 3 add
-4 24 -6 26 5 add
-4 24 -5 8 26 add
-4 24 -5 9 25 add
-4 24 -5 10 24 add
-4 24 -5 17 10 add
-4 24 -5 18 9 add
-4 24 -5 22 3 add
-4 24 -5 23 2 add
-4 24 -5 25 2 add
-4 24 -5 26 3 add
-4 24 -4 9 26 add
-4 24 -4 10 25 add
-4 24 -4 17 11 add
-4 24 -4 23 1 add
-4 24 -4 24 0 add
-4 24 -4 25 1 add
-4 24 -4 26 2 add
-4 24 -3 10 26 add
-4 24 -3 13 16 add
-4 24 -3 14 15 add
-4 24 -3 15 14 add
-4 24 -3 17 12 add
-4 24 -3 23 2 add
-4 24 -3 24 1 add
-4 24 -3 25 2 add
-4 24 -11 10 21 add
-4 24 -11 25 9 add
-4 24 -10 10 20 add
-4 24 -10 13 17 add
-4 24 -10 25 8 add
-4 24 -9 13 16 add
-4 24 -9 25 7 add
-4 24 -8 13 16 add
-4 24 -8 25 5 add
-4 24 -7 12 19 add
-4 24 -7 13 17 add
-4 24 -7 14 15 add
-4 24 -7 15 14 add
-4 24 -7 16 11 add
-4 24 -7 17 10 add
-4 24 -7 18 9 add
-4 24 -7 19 8 add
-4 24 -7 20 7 add
-4 24 -7 21 6 add
-4 24 -7 22 5 add
-4 24 -7 23 5 add
-4 24 -7 24 4 add
-4 24 -7 25 4 add
-4 24 -7 26 5 add
-4 24 -6 12 18 add
-4 24 -6 16 10 add
-4 24 -6 21 5 add
-4 24 -5 12 17 add
-4 24 -5 16 11 add
-4 24 -5 21 4 add
-4 24 -4 12 16 add
-4 24 -4 16 12 add
-4 24 -4 21 4 add
-4 24 -3 12 17 add
-4 24 -3 16 13 add
-4 24 -3 21 4 add
-4 24 -12 20 14 add
-4 24 -12 24 10 add
-4 24 -12 25 11 add
-4 24 -12 26 11 add
-4 24 -11 18 14 add
-4 24 -11 19 14 add
-4 24 -11 20 12 add
-4 24 -11 21 11 add
-4 24 -11 22 10 add
-4 24 -11 23 10 add
-4 24 -10 19 12 add
-4 24 -7 8 24 add
-4 24 -7 9 23 add
-4 24 -7 10 22 add
-4 24 -7 11 21 add
-4 24 -6 11 20 add
-4 24 -5 11 19 add
-4 24 -5 19 9 add
-4 24 -4 11 18 add
-4 24 -4 19 9 add
-4 24 -4 20 6 add
-4 24 -3 11 19 add
